Date,Open,High,Low,Close,Adj Close,Volume
2022-09-21,501.595,505.517,492.112,492.181,492.181,2086311.4961762
2022-09-22,493.11,493.11,483.537,486.292,486.292,3138769.0058732
2022-09-23,478.077,481.451,462.695,465.56,465.56,5387513.2028847
2022-09-26,465.031,483.237,464.372,479.435,479.435,4009162.4393458
2022-09-27,484.615,487.52,474.573,477.438,477.438,2416779.9945274
2022-09-28,480.662,490.664,473.336,487.41,487.41,2423864.7611507
2022-09-29,484.735,488.129,473.212,478.117,478.117,1967472.3501506
2022-09-30,479.794,482.958,471.02,471.419,471.419,2441105.8292485
2022-10-03,473.645,479.974,469.552,476.869,476.869,2342753.6002827
2022-10-04,482.958,487.141,479.864,485.254,485.254,2179497.4155441
2022-10-05,480.433,482.998,473.966,479.454,479.454,1590523.0943019
2022-10-06,482.579,492.99,481.052,481.621,481.621,2435086.9833954
2022-10-07,477.398,478.242,465.28,467.306,467.306,2572714.9866072
2022-10-10,468.844,469.403,460.778,465.47,465.47,1619189.7511072
2022-10-11,464.162,476.39,462.864,471.169,471.169,2345599.7289559
2022-10-12,473.465,478.876,465.46,465.54,465.54,2047621.7779928
2022-10-13,457.364,470.89,448.221,467.147,467.147,3397002.3377402
2022-10-14,471.179,472.537,452.972,453.831,453.831,2308893.5851382
2022-10-17,460.818,466.039,459.65,463.334,463.334,2101321.5440152
2022-10-18,472.347,475.662,467.985,472.417,472.417,1867344.9223081
2022-10-19,466.967,474.011,466.109,470.58,470.58,1209827.0868736
2022-10-20,470.151,471.229,462.076,463.783,463.783,1712595.0658215
2022-10-21,462.874,478.706,461.447,477.318,477.318,2512965.3187694
2022-10-24,480.742,497.103,480.143,496.074,496.074,2370506.6107135
2022-10-25,492.431,499.289,489.616,498.161,498.161,2134705.701673
2022-10-26,497.103,506.506,494.797,498.55,498.55,2093687.788123
2022-10-27,499.81,503.01,494.14,496.54,496.54,1576567.0
2022-10-28,497.3,512.82,495.97,510.87,510.87,2369348.0
2022-10-31,509.635,509.635,500.5,501.5,501.5,2192211.0
2022-11-01,503.7,507.3852,499.78,499.96,499.96,1586311.0
2022-11-02,497.8,503.235,483.27,483.51,483.51,2467966.0
2022-11-03,480.88,491.325,479.7126,486.29,486.29,2010383.0
2022-11-04,490.4,492.63,476.49,486.41,486.41,1987258.0
2022-11-07,477.05,490.0,474.5,488.55,488.55,2036031.0
2022-11-08,490.73,498.26,484.51,492.76,492.76,1709907.0
2022-11-09,491.9,497.58,486.8601,489.97,489.97,1640520.0
2022-11-10,504.95,514.85,501.4,513.13,513.13,3098317.0
2022-11-11,513.13,516.84,506.71,515.47,515.47,2393502.0
2022-11-14,515.77,520.6999,509.42,509.68,509.68,1820240.0
2022-11-15,520.0,529.8,520.0,526.47,526.47,2502189.0
2022-11-16,521.31,528.56,520.17,524.11,524.11,1833590.0
2022-11-17,519.0,521.79,512.96,521.32,521.32,1903715.0
2022-11-18,526.87,529.54,518.19,523.67,523.67,1584684.0
2022-11-21,525.74,527.28,522.08,523.37,523.37,1268524.0
2022-11-22,529.96,532.8,526.68,531.95,531.95,1809067.0
2022-11-23,534.0,536.8,530.4,534.49,534.49,1288249.0
2022-11-25,534.16,535.86,533.07,533.66,533.66,744222.0
2022-11-28,530.89,536.2499,528.94,530.92,530.92,1684701.0
2022-11-29,531.04,533.72,528.0,528.96,528.96,1685739.0
2022-11-30,527.41,542.58,522.14,539.25,539.25,3601779.0
2022-12-01,519.14,519.14,495.6673,503.86,503.86,6970367.0
2022-12-02,498.52,498.97,492.11,494.53,494.53,3632096.0
2022-12-05,492.5,492.7,484.73,488.66,488.66,2455346.0
2022-12-06,490.66,491.47,477.17,481.16,481.16,2995894.0
2022-12-07,479.09,486.54,478.87,481.97,481.97,2072597.0
2022-12-08,482.9,483.33,473.5,481.42,481.42,2901019.0
2022-12-09,475.1,490.09,470.5,483.02,483.02,4211132.0
2022-12-12,482.73,487.82,480.67,487.68,487.68,2276351.0
2022-12-13,497.04,497.97,481.5501,488.2,488.2,2626732.0
2022-12-14,488.855,491.69,481.04,483.52,483.52,2145018.0
2022-12-15,475.34,476.6999,463.16,463.91,463.91,3439381.0
2022-12-16,461.26,464.79,456.88,461.45,461.45,4909204.0
2022-12-19,460.92,463.41,455.355,458.63,458.63,1939248.0
2022-12-20,456.56,460.25,452.53,457.82,457.82,1993675.0
2022-12-21,459.38,463.69,456.2,462.06,462.06,1462351.0
2022-12-22,458.65,460.4,453.39,458.71,458.71,1907717.0
2022-12-23,457.52,463.1799,454.8,462.65,462.65,1229523.0
2022-12-27,464.4,464.7,457.11,458.5,458.5,1230839.0
2022-12-28,457.54,460.46,452.8,452.99,452.99,1324141.0
2022-12-29,455.63,459.0,453.46,456.53,456.53,1464967.0
2022-12-30,454.65,456.7,450.75,456.5,456.5,1803243.0
2023-01-03,458.0,458.8,447.9,453.28,453.28,1978075.0
2023-01-04,457.18,459.51,452.59,456.56,456.56,2097322.0
2023-01-05,454.54,456.43,449.62,450.19,450.19,2169298.0
2023-01-06,463.08,484.42,462.22,482.87,482.87,5174491.0
2023-01-09,482.93,486.87,478.14,478.75,478.75,2384764.0
2023-01-10,477.14,482.09,475.48,481.4,481.4,1649860.0
2023-01-11,480.33,484.52,479.11,484.31,484.31,1576394.0
2023-01-12,484.99,485.0,478.75,482.43,482.43,1628205.0
2023-01-13,480.89,485.59,479.0,485.25,485.25,1405912.0
2023-01-17,485.13,490.48,484.365,486.77,486.77,1539915.0
2023-01-18,484.81,488.8143,478.52,479.47,479.47,1925470.0
2023-01-19,476.24,477.56,468.07,469.49,469.49,1919451.0
2023-01-20,473.92,480.32,469.47,480.11,480.11,2588637.0
2023-01-23,479.95,495.24,477.6,492.61,492.61,2709439.0
2023-01-24,492.05,493.6,487.01,492.11,492.11,1510226.0
2023-01-25,489.36,491.94,484.5,490.88,490.88,1329768.0
2023-01-26,493.2,498.67,491.7676,498.3,498.3,1576405.0
2023-01-27,499.76,509.1,497.86,503.29,503.29,2034069.0
2023-01-30,500.37,505.6,500.37,503.28,503.28,1855941.0
2023-01-31,503.23,511.41,502.0,511.14,511.14,1924081.0
2023-02-01,508.31,520.45,504.72,517.91,517.91,2080208.0
2023-02-02,524.29,530.05,520.64,523.43,523.43,2287366.0
2023-02-03,519.13,521.55,512.5001,514.8,514.8,1844148.0
2023-02-06,514.44,517.2219,512.265,515.59,515.59,1740105.0
2023-02-07,511.99,517.99,507.3935,516.53,516.53,1927275.0
2023-02-08,511.29,512.18,501.56,503.81,503.81,2062928.0
2023-02-09,505.29,509.16,498.42,500.63,500.63,1517341.0
2023-02-10,498.51,500.55,495.38,499.99,499.99,1536847.0
2023-02-13,501.74,506.785,501.35,506.45,506.45,1452837.0
2023-02-14,505.01,507.85,498.63,503.22,503.22,1257327.0
2023-02-15,502.73,511.42,501.34,511.28,511.28,1423417.0
2023-02-16,503.61,510.7299,503.6,504.1,504.1,1455951.0
2023-02-17,504.27,507.71,501.835,507.48,507.48,1340437.0
2023-02-21,500.82,503.99,496.55,501.74,501.74,1811982.0
2023-02-22,503.92,505.46,496.6,497.39,497.39,1331969.0
2023-02-23,498.8,498.855,487.86,493.14,493.14,1546431.0
2023-02-24,488.58,490.355,484.7,488.61,488.61,1587611.0
2023-02-27,492.55,492.9999,485.68,487.03,487.03,1501749.0
2023-02-28,485.6,488.88,483.78,484.18,484.18,1918221.0
2023-03-01,481.1,482.575,475.02,478.67,478.67,1759327.0
2023-03-02,477.36,487.43,475.5618,485.69,485.69,2407400.0
2023-03-03,474.83,476.0,465.33,475.26,475.26,5354214.0
2023-03-06,476.52,488.8174,475.52,483.08,483.08,3104742.0
2023-03-07,486.1,495.21,485.0,485.15,485.15,2659077.0
2023-03-08,483.0,486.88,481.1401,486.04,486.04,1548504.0
2023-03-09,487.48,490.0,478.62,479.52,479.52,1629402.0
2023-03-10,478.98,480.46,468.38,471.14,471.14,2123002.0
2023-03-13,466.8,476.69,466.8,472.0,472.0,1799597.0
2023-03-14,475.43,485.16,473.0,481.92,481.92,2422900.0
2023-03-15,481.51,487.02,478.54,485.66,485.66,2226309.0
2023-03-16,484.93,488.14,482.76,487.26,487.26,1980652.0
2023-03-17,489.07,489.9,481.51,487.05,487.05,3959291.0
2023-03-20,488.0,490.79,485.72,489.29,489.29,1624017.0
2023-03-21,493.0,493.0,485.99,490.85,490.85,1663959.0
2023-03-22,489.46,496.62,487.35,487.52,487.52,1299654.0
2023-03-23,490.69,493.25,484.29,487.76,487.76,1566000.0
2023-03-24,486.94,495.97,486.5558,495.27,495.27,1636784.0
2023-03-27,497.28,499.8577,492.51,493.22,493.22,1452077.0
2023-03-28,492.61,494.0624,485.41,486.77,486.77,1407839.0
2023-03-29,489.2,491.3,485.9,490.87,490.87,1642982.0
2023-03-30,493.0,495.7436,491.0,491.48,491.48,1545533.0
2023-03-31,495.0,498.36,493.94,496.87,496.87,2082044.0
2023-04-03,496.5,499.2,495.0,497.03,497.03,1804653.0
2023-04-04,496.5,502.5762,495.5,497.73,497.73,1913281.0
2023-04-05,499.0,504.13,495.155,497.13,497.13,1941503.0
2023-04-06,482.0,487.85,477.5,485.98,485.98,4114702.0
2023-04-10,483.9,493.9034,481.66,493.83,493.83,1653593.0
2023-04-11,493.83,499.99,493.0,498.65,498.65,1547381.0
2023-04-12,500.0,500.05,488.54,489.35,489.35,2063696.0
2023-04-13,493.49,498.44,490.31,497.89,497.89,1600513.0
2023-04-14,496.19,500.37,490.16,491.3,491.3,1675297.0
2023-04-17,492.77,497.89,491.15,493.94,493.94,1411760.0
2023-04-18,496.1,497.63,494.115,496.9,496.9,1339585.0
2023-04-19,497.13,497.99,493.83,496.03,496.03,1098758.0
2023-04-20,495.75,510.66,495.51,505.58,505.58,2936493.0
2023-04-21,509.37,510.64,505.46,506.35,506.35,1508643.0
2023-04-24,506.1,511.69,505.81,511.42,511.42,1374117.0
2023-04-25,511.13,513.13,502.26,503.17,503.17,1789883.0
2023-04-26,500.42,502.87,493.39,494.66,494.66,1441855.0
2023-04-27,494.83,502.26,494.83,501.27,501.27,1361583.0
2023-04-28,501.56,504.83,500.64,503.22,503.22,1170249.0
2023-05-01,499.15,500.05,488.8,493.59,493.59,2203182.0
2023-05-02,495.0,495.68,489.81,494.81,494.81,1940805.0
2023-05-03,496.6,498.78,489.6615,490.06,490.06,1426432.0
2023-05-04,488.94,490.91,485.93,490.34,490.34,1487048.0
2023-05-05,493.2,499.4,492.98,499.06,499.06,1709239.0
2023-05-08,497.37,500.2499,495.7,499.06,499.06,1015210.0
2023-05-09,496.96,501.74,496.39,500.79,500.79,1571815.0
2023-05-10,501.95,504.9731,495.1,499.66,499.66,1257622.0
2023-05-11,499.51,503.0,497.55,501.89,501.89,1046730.0
2023-05-12,503.17,506.03,501.2,504.07,504.07,1472794.0
2023-05-15,504.01,504.995,498.86,502.04,502.04,1135682.0
2023-05-16,500.0,500.29,494.3,496.15,496.15,1230357.0
2023-05-17,498.0,498.01,491.895,495.0,495.0,2069473.0
2023-05-18,495.0,498.6,494.08,498.1,498.1,2298859.0
2023-05-19,499.39,499.39,493.92,496.52,496.52,1635036.0
2023-05-22,497.0,497.0,488.54,491.87,491.87,1943758.0
2023-05-23,487.17,487.17,482.97,484.87,484.87,1800161.0
2023-05-24,487.25,487.25,480.91,482.76,482.76,1600596.0
2023-05-25,480.21,488.5399,476.75,486.55,486.55,3421937.0
2023-05-26,485.65,510.75,484.12,507.26,507.26,5302638.0
2023-05-30,509.785,514.795,501.59,508.03,508.03,2544804.0
2023-05-31,508.86,513.865,504.95,511.56,511.56,3320765.0
2023-06-01,509.33,513.74,502.1,512.6,512.6,2407734.0
2023-06-02,510.32,518.5,509.4,512.59,512.59,2284798.0
2023-06-05,512.59,518.915,512.02,518.25,518.25,2023528.0
2023-06-06,518.25,518.63,512.76,516.26,516.26,1410270.0
2023-06-07,514.51,519.29,510.57,511.23,511.23,1784661.0
2023-06-08,512.5,520.2876,512.5,520.09,520.09,1530979.0
2023-06-09,518.19,522.06,515.5,517.28,517.28,1287649.0
2023-06-12,517.28,521.27,516.0,520.97,520.97,1405065.0
2023-06-13,522.02,522.95,517.91,522.02,522.02,1204672.0
2023-06-14,525.0,527.8541,523.14,527.2,527.2,1841361.0
2023-06-15,529.0,531.26,526.66,529.18,529.18,1871610.0
2023-06-16,530.1,530.42,522.63,523.65,523.65,3147777.0
2023-06-20,521.95,522.9,518.14,519.7,519.7,1684741.0
2023-06-21,517.91,521.64,516.54,519.62,519.62,1273579.0
2023-06-22,520.69,524.68,519.68,524.2,524.2,1114175.0
2023-06-23,523.13,525.4,519.34,524.44,524.44,1434348.0
2023-06-26,523.35,524.87,521.26,523.42,523.42,1278456.0
2023-06-27,522.65,532.41,522.1,530.33,530.33,1673558.0
2023-06-28,528.98,533.49,528.61,532.8,532.8,1245157.0
2023-06-29,530.58,532.4475,528.95,531.69,531.69,1121756.0
2023-06-30,534.17,539.56,533.63,538.38,538.38,2222116.0
2023-07-03,537.25,541.08,534.34,541.04,541.04,951399.0
2023-07-05,541.22,546.05,537.5,541.13,541.13,1632415.0
2023-07-06,538.88,540.3,536.58,537.37,537.37,1752931.0
2023-07-07,533.89,536.46,524.63,525.05,525.05,2740555.0
2023-07-10,525.06,531.15,525.06,527.01,527.01,1955628.0
2023-07-11,527.5,530.76,526.1504,529.64,529.64,1262318.0
2023-07-12,532.0,540.11,531.11,538.0,538.0,1960548.0
2023-07-13,537.8,539.12,532.785,538.45,538.45,1647200.0
2023-07-14,538.71,546.86,538.1,546.7,546.7,1828704.0
2023-07-17,546.18,554.21,546.1,552.96,552.96,1910253.0
2023-07-18,552.67,555.0,549.39,553.59,553.59,1779168.0
2023-07-19,554.48,555.886,552.0201,554.11,554.11,1261093.0
2023-07-20,553.81,561.065,553.71,556.96,556.96,1732780.0
2023-07-21,559.17,562.05,557.45,557.86,557.86,5264337.0
2023-07-24,558.0,566.57,555.875,563.93,563.93,2087252.0
2023-07-25,566.77,567.549,564.3,565.19,565.19,1602739.0
2023-07-26,565.51,568.025,563.42,566.17,566.17,1306402.0
2023-07-27,567.72,571.16,560.6,561.83,561.83,1485269.0
2023-07-28,564.58,567.81,562.62,563.32,563.32,1371583.0
2023-07-31,563.0,564.2908,559.05,560.67,560.67,1366148.0
2023-08-01,560.63,562.8799,554.54,555.47,555.47,1446026.0
2023-08-02,552.26,556.632,551.0171,552.35,552.35,1636012.0
2023-08-03,553.53,560.35,552.22,557.69,557.69,1464010.0
2023-08-04,561.07,561.29,551.41,552.04,552.04,1141952.0
2023-08-07,554.99,559.56,554.99,558.41,558.41,1015378.0
2023-08-08,558.0,558.895,551.84,556.12,556.12,1020524.0
2023-08-09,557.98,562.09,556.81,559.7,559.7,1471780.0
2023-08-10,563.2,569.21,560.7,561.49,561.49,1107233.0
2023-08-11,560.35,564.9999,559.033,562.96,562.96,1043176.0
2023-08-14,564.77,567.71,560.44,561.47,561.47,1247567.0
2023-08-15,561.05,565.16,558.2,558.51,558.51,1124458.0
2023-08-16,561.7,564.95,558.72,559.05,559.05,1340290.0
2023-08-17,559.47,560.42,545.08,547.11,547.11,1941923.0
2023-08-18,546.92,549.47,543.11,544.94,544.94,1878090.0
2023-08-21,543.86,545.15,536.3,543.21,543.21,2076349.0
2023-08-22,541.96,541.96,537.5,538.37,538.37,1286150.0
2023-08-23,538.96,541.17,536.24,540.86,540.86,1295812.0
2023-08-24,539.29,541.0,530.82,531.71,531.71,1587505.0
2023-08-25,532.91,535.785,530.56,534.01,534.01,1511474.0
2023-08-28,536.0,537.04,533.12,536.19,536.19,945776.0
2023-08-29,534.34,543.07,534.34,542.77,542.77,1468521.0
2023-08-30,542.73,544.4234,539.31,542.26,542.26,1292815.0
2023-08-31,540.0,552.2,540.0,549.28,549.28,2086507.0
2023-09-01,553.07,553.48,540.64,544.25,544.25,1437729.0
2023-09-05,545.73,549.19,544.0,544.73,544.73,1714296.0
2023-09-06,541.72,548.68,540.18,546.69,546.69,1476602.0
2023-09-07,548.65,550.99,544.285,548.62,548.62,1340191.0
2023-09-08,549.07,552.3799,548.1,551.19,551.19,1077496.0
2023-09-11,552.81,559.39,551.86,558.78,558.78,1388639.0
2023-09-12,559.28,560.4,556.18,558.79,558.79,1055620.0
2023-09-13,558.3,560.4439,554.615,559.76,559.76,1162710.0
2023-09-14,564.81,566.6993,560.25,564.77,564.77,1257325.0
2023-09-15,565.33,565.51,555.54,556.36,556.36,2945317.0
2023-09-18,558.18,564.19,557.465,562.72,562.72,1003221.0
2023-09-19,561.64,565.33,559.43,564.35,564.35,1145422.0
2023-09-20,564.35,569.2189,562.66,563.83,563.83,1312150.0
2023-09-21,564.07,564.57,554.28,555.08,555.08,1688396.0
2023-09-22,555.16,562.97,554.78,558.59,558.59,1527941.0
2023-09-25,559.49,561.27,554.735,558.62,558.62,1313326.0
2023-09-26,559.15,561.37,552.0,552.96,552.96,2425106.0
2023-09-27,547.38,566.5,544.73,563.53,563.53,4591429.0
2023-09-28,564.07,572.18,564.07,568.63,568.63,2192427.0
2023-09-29,570.0,570.99,560.7,564.96,564.96,1887507.0
2023-10-02,567.91,571.74,564.0,571.31,571.31,1831713.0
2023-10-03,571.1,576.1948,563.01,565.04,565.04,2007373.0
2023-10-04,569.49,572.61,563.7601,571.8,571.8,1798756.0
2023-10-05,572.17,574.75,564.355,569.52,569.52,1579732.0
2023-10-06,566.09,566.95,542.63,557.53,557.53,4246692.0
2023-10-09,555.0,559.75,549.78,558.97,558.97,1781511.0
2023-10-10,559.92,566.95,557.24,562.09,562.09,2176975.0
2023-10-11,564.85,566.5,560.2,565.52,565.52,1449996.0
2023-10-12,568.05,569.14,562.38,563.78,563.78,1457979.0
2023-10-13,563.85,567.44,561.98,566.84,566.84,1244163.0
2023-10-16,569.69,574.0966,568.52,572.24,572.24,1428517.0
2023-10-17,571.94,576.06,570.71,574.34,574.34,1404801.0
2023-10-18,573.915,577.3,572.0,574.64,574.64,1311893.0
2023-10-19,573.7,575.85,564.11,565.63,565.63,2019564.0
2023-10-20,566.54,566.67,552.01,552.93,552.93,2295445.0
2023-10-23,554.14,556.925,546.63,552.29,552.29,1776509.0
2023-10-24,552.1,555.99,549.325,551.84,551.84,1678622.0
2023-10-25,548.55,553.83,545.61,549.99,549.99,1757470.0
2023-10-26,549.65,554.66,545.5301,547.6,547.6,1925263.0
2023-10-27,547.6,548.03,540.23,543.03,543.03,1503322.0
2023-10-30,545.74,556.36,543.64,554.88,554.88,1696182.0
2023-10-31,552.16,554.03,549.063,552.44,552.44,1394661.0
2023-11-01,555.0,558.44,549.65,556.8,556.8,1735315.0
2023-11-02,556.5,559.51,552.01,555.97,555.97,2100573.0
2023-11-03,557.33,562.99,555.23,560.9,560.9,1826753.0
2023-11-06,560.49,572.65,560.13,569.82,569.82,2056898.0
2023-11-07,572.5,573.89,569.5575,571.27,571.27,1373229.0
2023-11-08,572.12,572.99,564.295,567.38,567.38,1343554.0
2023-11-09,569.0,569.0,562.01,563.27,563.27,1288443.0
2023-11-10,567.9,577.885,564.94,577.12,577.12,1909263.0
2023-11-13,575.0,579.95,573.485,578.23,578.23,1650942.0
2023-11-14,581.74,591.55,581.21,590.8,590.8,2037639.0
2023-11-15,593.99,599.89,593.39,596.78,596.78,2165104.0
2023-11-16,586.38,586.585,572.24,578.58,578.58,2954653.0
2023-11-17,578.9,579.92,574.06,577.15,577.15,1774272.0
2023-11-20,577.34,582.32,577.34,580.8,580.8,1624460.0
2023-11-21,582.0,584.95,577.71,584.3,584.3,1173710.0
2023-11-22,586.85,591.1424,586.3451,589.08,589.08,1068932.0
2023-11-24,591.02,594.195,590.41,591.36,591.36,645766.0
2023-11-27,592.52,599.94,592.4125,594.9,594.9,1627378.0
2023-11-28,593.19,597.42,591.4239,594.0,594.0,1286847.0
2023-11-29,595.2,595.21,587.42,587.86,587.86,1319844.0
2023-11-30,587.83,593.07,582.825,592.74,592.74,1755214.0
2023-12-01,593.28,596.35,590.59,596.25,596.25,1475343.0
2023-12-04,592.15,599.53,591.46,599.08,599.08,1624045.0
2023-12-05,598.53,608.88,597.03,605.35,605.35,2349732.0
2023-12-06,605.5,608.482,603.86,607.43,607.43,2234139.0
2023-12-07,610.0,612.35,606.35,610.95,610.95,1690366.0
2023-12-08,608.6,613.61,607.73,610.78,610.78,1502329.0
2023-12-11,621.97,625.03,618.7601,623.86,623.86,2139261.0
2023-12-12,627.44,629.69,623.21,629.5,629.5,2374394.0
2023-12-13,633.92,642.595,631.0,642.0,642.0,2436857.0
2023-12-14,641.18,641.9,630.3,630.78,630.78,3839180.0
2023-12-15,641.5,661.88,640.5,658.82,658.82,8807735.0
2023-12-18,664.5,681.91,661.1,681.24,681.24,5733447.0
2023-12-19,675.0,680.7979,669.12,677.74,677.74,3437331.0
2023-12-20,671.79,674.35,660.8,661.0,661.0,3782659.0
2023-12-21,665.86,667.34,659.45,665.16,665.16,2388448.0
2023-12-22,668.0,673.2733,666.0,671.6,671.6,1641675.0
2023-12-26,673.01,675.86,670.78,674.62,674.62,1774769.0
2023-12-27,662.7,668.58,660.4,666.8,666.8,1875928.0
2023-12-28,665.85,666.86,661.5901,663.1,663.1,1496929.0
2023-12-29,661.0,663.185,657.16,660.08,660.08,1947516.0
2024-01-02,655.58,657.8,649.5,650.65,650.65,2657689.0
2024-01-03,651.21,655.45,643.1,644.69,644.69,2612563.0
2024-01-04,642.08,649.9,640.5101,648.35,648.35,2171077.0
2024-01-05,656.18,659.65,652.24,656.01,656.01,2233451.0
2024-01-08,655.81,662.08,654.0338,661.69,661.69,2245294.0
2024-01-09,658.88,667.29,658.255,667.18,667.18,1886171.0
2024-01-10,669.56,673.83,669.005,672.76,672.76,1801881.0
2024-01-11,671.0,674.51,667.64,673.58,673.58,1670780.0
2024-01-12,677.5,683.715,676.11,683.24,683.24,2388399.0
2024-01-16,683.24,686.5199,678.16,681.49,681.49,1626699.0
2024-01-17,680.5,684.87,679.19,684.19,684.19,1786799.0
2024-01-18,682.83,687.72,680.21,687.31,687.31,1900615.0
2024-01-19,688.5,696.13,682.665,694.97,694.97,2267866.0
2024-01-22,695.43,698.66,690.515,692.51,692.51,2452868.0
2024-01-23,690.72,691.63,684.625,687.59,687.59,2208580.0
2024-01-24,689.0,689.974,683.12,686.51,686.51,1946549.0
2024-01-25,686.5,686.5,675.96,679.9,679.9,2751888.0
2024-01-26,680.08,687.24,679.5,686.88,686.88,1825517.0
2024-01-29,689.9,694.13,686.26,694.01,694.01,2215436.0
2024-01-30,692.94,702.645,690.8,700.74,700.74,1610482.0
2024-01-31,701.32,705.52,693.04,694.88,694.88,1928495.0
2024-02-01,694.0,705.3,691.5,704.48,704.48,2039177.0
2024-02-02,703.34,714.28,702.26,709.48,709.48,2377629.0
2024-02-05,710.64,712.86,705.675,711.16,711.16,2276889.0
2024-02-06,711.23,712.72,704.34,710.79,710.79,1920162.0
2024-02-07,714.15,723.32,712.0,719.78,719.78,2145467.0
2024-02-08,723.89,728.17,720.66,724.16,724.16,1918506.0
2024-02-09,725.14,725.5332,720.12,723.4,723.4,1426119.0
2024-02-12,723.52,723.8,715.3047,722.41,722.41,1572611.0
2024-02-13,721.39,721.78,709.04,714.25,714.25,1951080.0
2024-02-14,716.0,722.551,711.0699,722.18,722.18,1472519.0
2024-02-15,721.49,726.03,718.28,724.51,724.51,1264141.0
2024-02-16,721.99,729.06,718.5,723.99,723.99,1764947.0
2024-02-20,728.03,734.96,723.71,725.69,725.69,2407333.0
2024-02-21,725.69,728.79,720.27,723.02,723.02,1565913.0
2024-02-22,725.85,736.05,725.85,734.4,734.4,1801596.0
2024-02-23,740.12,742.5099,737.12,737.93,737.93,1265759.0
2024-02-26,742.0,746.78,739.0001,745.35,745.35,1707046.0
2024-02-27,746.0,746.64,741.33,744.71,744.71,1471310.0
2024-02-28,743.21,751.88,743.21,747.96,747.96,1364965.0
2024-02-29,751.42,752.56,742.99,743.89,743.89,3361185.0
2024-03-01,740.44,751.375,739.25,749.44,749.44,1678119.0
2024-03-04,755.08,764.74,753.67,759.18,759.18,2133354.0
2024-03-05,768.42,769.27,756.9,759.95,759.95,2353351.0
2024-03-06,764.84,775.16,763.6647,773.24,773.24,2400644.0
2024-03-07,779.11,787.08,777.0101,785.59,785.59,4187879.0
2024-03-08,756.05,756.22,725.1,725.56,725.56,8590163.0
2024-03-11,719.81,720.0,711.01,714.08,714.08,3762489.0
2024-03-12,717.08,740.0535,716.905,736.88,736.88,3727425.0
2024-03-13,735.0,736.5,726.58,734.2,734.2,2270262.0
2024-03-14,738.33,740.6754,728.99,731.95,731.95,1826066.0
2024-03-15,732.52,732.52,723.22,725.63,725.63,3390743.0
2024-03-18,726.1,733.335,726.015,731.54,731.54,1595245.0
2024-03-19,731.79,735.35,730.02,732.17,732.17,1322684.0
2024-03-20,731.0,742.09,729.13,740.72,740.72,1398710.0
2024-03-21,743.5,752.31,741.1,742.56,742.56,2106857.0
2024-03-22,744.43,744.79,734.38,734.8,734.8,1794078.0
2024-03-25,731.0,734.16,726.74,730.96,730.96,1604668.0
2024-03-26,731.0,734.7,730.2201,730.98,730.98,1353548.0
2024-03-27,734.0,735.89,727.75,732.08,732.08,1246672.0
2024-03-28,733.85,734.9,728.32,732.63,732.63,1713268.0
2024-04-01,731.76,733.27,720.2,721.24,721.24,1600705.0
2024-04-02,720.0,720.0,708.4,711.3,711.3,2326670.0
2024-04-03,709.98,710.81,697.27,705.69,705.69,3205499.0
2024-04-04,708.77,717.13,704.22,704.88,704.88,2252433.0
2024-04-05,706.04,716.8899,706.02,713.72,713.72,1552889.0
2024-04-08,713.51,716.14,710.87,711.81,711.81,1459032.0
2024-04-09,716.24,719.05,706.975,718.59,718.59,1388289.0
2024-04-10,711.0,723.9799,708.95,722.58,722.58,1832047.0
2024-04-11,731.5,733.79,724.1501,732.35,732.35,2107799.0
2024-04-12,728.0,732.9,726.54,731.31,731.31,1481799.0
2024-04-15,735.43,741.0,717.95,718.28,718.28,1808014.0
2024-04-16,718.3,722.4999,712.13,715.97,715.97,1412304.0
2024-04-17,723.0,723.8,711.0,715.19,715.19,1376665.0
2024-04-18,715.19,718.95,709.57,711.25,711.25,1846393.0
2024-04-19,713.03,714.87,702.0,709.51,709.51,2188658.0
2024-04-22,714.86,718.26,706.17,715.46,715.46,1437110.0
2024-04-23,719.03,724.27,716.2975,722.68,722.68,1176191.0
2024-04-24,719.71,725.43,716.09,723.89,723.89,1206638.0
2024-04-25,727.29,727.29,714.41,721.86,721.86,1613597.0
2024-04-26,715.0,730.945,715.0,729.18,729.18,1524431.0
2024-04-29,729.53,732.25,720.2182,726.33,726.33,1526906.0
2024-04-30,725.51,725.51,717.1,722.9,722.9,1734764.0
2024-05-01,722.27,729.86,715.32,722.22,722.22,1609060.0
2024-05-02,724.75,734.4,720.63,732.44,732.44,1826910.0
2024-05-03,734.28,747.49,733.345,743.9,743.9,2323300.0
2024-05-06,749.59,756.94,746.48,756.45,756.45,1773298.0
2024-05-07,758.69,772.24,755.57,771.31,771.31,1897769.0
2024-05-08,770.0,773.39,762.71,763.41,763.41,1511930.0
2024-05-09,763.8,779.71,763.6057,779.04,779.04,1716249.0
2024-05-10,779.04,787.4499,778.16,787.19,787.19,1652658.0
2024-05-13,788.0,789.4814,773.58,775.15,775.15,1596784.0
2024-05-14,774.93,780.812,771.4301,777.9,777.9,1327707.0
2024-05-15,778.52,789.66,778.52,787.04,787.04,1661652.0
2024-05-16,791.81,804.56,787.83,793.07,793.07,2000002.0
2024-05-17,793.61,797.6,790.605,795.81,795.81,1309108.0
2024-05-20,795.25,802.98,792.39,793.0,793.0,1347079.0
2024-05-21,795.57,801.44,792.0,800.93,800.93,1375735.0
